time,tau_inv1,tau_inv2,tau_lf1,tau_lf2,dcn1,dcn2,control_input1,control_input2
0.14,0.20161999999999999,0.20161999999999999,0.040543576402989112,-0.17254258317984372,0.017703819957131824,-0.0007211105561842515,0.05824739636012094,-0.17326369373602798
0.16,0.20161999999999999,0.20161999999999999,0.78625348442611376,-0.10690695735345934,0.00239627332717445,-0.19476826673776712,0.78864975775328816,-0.30167522409122649
0.18,0.20161999999999999,0.20161999999999999,0.81012581715767906,0.17770910421932373,0.0003243003541053003,-0.21806090178313614,0.81045011751178442,-0.040351797563812408
0.19999999999999998,0.20161999999999999,0.20161999999999999,0.66400387644594305,0.23179017046757,0.11421137351326799,0.09719380972180454,0.77821524995921099,0.32898398018937453
0.21999999999999997,0.20161999999999999,0.20161999999999999,0.21307290278874969,0.18879672786036616,0.12388579416137183,0.11415210566881623,0.33695869695012148,0.30294883352918239
0.23999999999999996,0.20161999999999999,0.20161999999999999,-0.45221934242361073,0.1334613392177304,0.018437990541135776,0.03464385593389004,-0.43378135188247496,0.16810519515162045
0.25999999999999995,0.20161999999999999,0.20161999999999999,-0.61737276565906596,0.076512756813617244,-0.1919576581940902,-0.16510228835442659,-0.80933042385315612,-0.088589531540809341
0.27999999999999997,0.20161999999999999,0.20161999999999999,-0.67038024935774809,0.032397113320831616,-0.21758035178859347,-0.20682250956830447,-0.88796060114634157,-0.17442539624747286
0.3,0.20161999999999999,0.20161999999999999,-0.57367058881003119,0.080769727306047701,0.061110702922154196,0.02170476192867639,-0.51255988588787704,0.10247448923472409
0.32,0.20161999999999999,0.20161999999999999,0.39291445521627377,0.14526205764563693,0.14619543807833854,0.080901581601172,0.53910989329461234,0.22616363924680893
0.34,0.20161999999999999,0.20161999999999999,0.62695448609501092,0.32396998136859878,0.034154755585288764,0.014016544465757733,0.66110924168029972,0.33798652583435651
0.36000000000000004,0.20161999999999999,0.20161999999999999,1.0759889543431975,-0.041871426613933505,-0.18485410318809828,-0.16790225191230257,0.89113485115509927,-0.20977367852623607
0.38000000000000006,0.20161999999999999,0.20161999999999999,0.3176893336080171,-0.57073518019956349,-0.21557019848400302,-0.21432092031930466,0.10211913512401408,-0.78505610051886809
0.4000000000000001,0.20161999999999999,0.20161999999999999,-0.22204839168231638,-0.20100389258432383,0.07374167721320438,0.04849343648088816,-0.14830671446911201,-0.15251045610343567
0.4200000000000001,0.20161999999999999,0.20161999999999999,-0.65846583410055692,-0.44958632716411384,0.15229393945065828,0.13765146605695405,-0.50617189464989865,-0.31193486110715979
0.4400000000000001,0.20161999999999999,0.20161999999999999,-0.88020109835365923,-0.33237274365781344,0.027620120468698703,0.027902550775217413,-0.85258097788496057,-0.30447019288259602
0.46000000000000013,0.20161999999999999,0.20161999999999999,-0.89340229560103279,-0.25017664094867342,-0.18759803961563537,-0.18495643736677206,-1.0810003352166682,-0.43513307831544545
0.48000000000000015,0.20161999999999999,0.20161999999999999,-0.85657668265754783,-0.18464002934172496,-0.2296251999452149,-0.21403001694498386,-1.0862018826027628,-0.39867004628670882
0.5000000000000001,0.20161999999999999,0.20161999999999999,-0.61696258437807139,-0.17963248884514926,0.06762408237318955,0.06642963824914681,-0.54933850200488188,-0.11320285059600245
0.5200000000000001,0.20161999999999999,0.20161999999999999,-0.35812157282303447,-0.20247786552128111,0.1288889171896104,0.13973824269296925,-0.22923265563342407,-0.062739622828311858
0.5400000000000001,0.20161999999999999,0.20161999999999999,-0.12838487294876666,-0.14659729765784024,0.028336653103402956,0.034516832203098056,-0.1000482198453637,-0.11208046545474218
0.5600000000000002,0.20161999999999999,0.20161999999999999,0.10485997494333477,-0.049483779975613817,-0.17264609329800015,-0.18127023934665817,-0.067786118354665387,-0.23075401932227199
0.5800000000000002,0.20161999999999999,0.20161999999999999,0.26204145270293533,0.052720144878858344,-0.2188627379960252,-0.20210661626170512,0.043178714706910121,-0.14938647138284677
0.6000000000000002,0.20161999999999999,0.20161999999999999,0.17277237077053553,0.22259333339348064,0.04855110103334194,0.06972997518982609,0.22132347180387746,0.29232330858330674
0.6200000000000002,0.20161999999999999,0.20161999999999999,-0.1584767677020491,0.38572114237927302,0.09521942953143421,0.1295631183037522,-0.063257338170614894,0.51528426068302524
0.6400000000000002,0.20161999999999999,0.20161999999999999,-0.38996536649343638,0.47219589865264178,0.014934778952067943,0.041390713483777104,-0.37503058754136842,0.51358661213641887
0.6600000000000003,0.20161999999999999,0.20161999999999999,-0.49274324554135163,0.47901530583270047,-0.18581679791733938,-0.16793321290430427,-0.67856004345869103,0.31108209292839617
0.6800000000000003,0.20161999999999999,0.20161999999999999,-0.48099523805174704,0.47121266312143195,-0.22761097048228934,-0.2229048081179521,-0.70860620853403633,0.24830785500347985
0.7000000000000003,0.20161999999999999,0.20161999999999999,-0.56944656038661445,0.51251007734147569,0.052580344869371826,0.05217425449715658,-0.51686621551724266,0.56468433183863231
0.7200000000000003,0.20161999999999999,0.20161999999999999,-0.46105252005191044,0.47561065713216344,0.11023005673862273,0.1433084089530365,-0.3508224633132877,0.61891906608519998
0.7400000000000003,0.20161999999999999,0.20161999999999999,-0.2966584690198717,0.44245089670571147,0.014443543582863134,0.03453378460297622,-0.28221492543700855,0.47698468130868771
0.7600000000000003,0.20161999999999999,0.20161999999999999,-0.22142707019020569,0.40950442110920093,-0.17633127073149968,-0.17873683442891522,-0.39775834092170537,0.23076758668028571
0.7800000000000004,0.20161999999999999,0.20161999999999999,-0.18809719228181998,0.38742032981189212,-0.21314330499808595,-0.21528715755685465,-0.40124049727990596,0.17213317225503746
0.8000000000000004,0.20161999999999999,0.20161999999999999,-0.21026540444924779,0.38846575207552347,0.05550401279736833,0.05433826340829032,-0.15476139165187947,0.44280401548381382
0.8200000000000004,0.20161999999999999,0.20161999999999999,-0.27378536106720586,0.35599507429708499,0.11050094521356345,0.15663670185245784,-0.1632844158536424,0.51263177614954281
0.8400000000000004,0.20161999999999999,0.20161999999999999,-0.28568880134440167,0.26044141791439546,0.017682278511561397,0.03208326920530357,-0.26800652283284027,0.29252468711969903
0.8600000000000004,0.20161999999999999,0.20161999999999999,-0.1095012179673498,0.08893759815392932,-0.17576950928317212,-0.16331562714471215,-0.28527072725052194,-0.07437802899078283
0.8800000000000004,0.20161999999999999,0.20161999999999999,-0.029516206914022458,-0.044143619034970216,-0.21000241365997585,-0.22242766934024144,-0.23951862057399831,-0.26657128837521166
0.9000000000000005,0.20161999999999999,0.20161999999999999,-0.053212169164312817,-0.087382939240930657,0.05540364994476324,0.01747116167814469,0.0021914807804504222,-0.069911777562785965
0.9200000000000005,0.20161999999999999,0.20161999999999999,-0.010119380554957536,-0.076803273851514531,0.11073783043172347,0.06365713724441888,0.10061844987676594,-0.013146136607095654
0.9400000000000005,0.20161999999999999,0.20161999999999999,-0.0058964787748425618,-0.063283760309654991,0.01771702308486583,0.011123455219703144,0.01182054431002327,-0.052160305089951849
0.9600000000000005,0.20161999999999999,0.20161999999999999,0.05223661204929253,-0.0039355422981757204,-0.16416125407611462,-0.1734852123781789,-0.11192464202682209,-0.17742075467635463
0.9800000000000005,0.20161999999999999,0.20161999999999999,0.087927239214061315,-0.0095134335988324992,-0.21406034672599566,-0.21580971403326862,-0.12613310751193435,-0.22532314763210112
1.0000000000000004,0.20161999999999999,0.20161999999999999,0.12199867571000711,-0.049758980808651598,0.029021981776698503,0.018142837953943638,0.15102065748670562,-0.031616142854707957
1.0200000000000005,0.20161999999999999,0.20161999999999999,0.11972276408164784,-0.092602631193546836,0.08917026854373078,0.0513103960317889,0.20889303262537862,-0.041292235161757937
1.0400000000000005,0.20161999999999999,0.20161999999999999,0.043803942826259989,-0.099614337208389747,0.013870486660350158,0.007790266138574005,0.057674429486610147,-0.091824071069815744
1.0600000000000005,0.20161999999999999,0.20161999999999999,-0.024440440473035396,-0.17421546652098385,-0.1763812230248658,-0.19360339797385834,-0.2008216634979012,-0.36781886449484219
1.0800000000000005,0.20161999999999999,0.20161999999999999,-0.14127917215780417,-0.19754060237209337,-0.21455784677872922,-0.22813731750914165,-0.35583701893653341,-0.42567791988123505
1.1000000000000005,0.20161999999999999,0.20161999999999999,-0.16668088817580284,-0.18456305489752722,0.02447576993676778,0.01489881520007967,-0.14220511823903506,-0.16966423969744754
1.1200000000000006,0.20161999999999999,0.20161999999999999,-0.14553629270333035,-0.22226213190071942,0.09050037651273768,0.06395756150044617,-0.055035916190592671,-0.15830457040027324
1.1400000000000006,0.20161999999999999,0.20161999999999999,-0.13556515345463738,-0.24700122903334498,0.014425950614930348,0.009349745402184341,-0.12113920283970703,-0.23765148363116065
1.1600000000000006,0.20161999999999999,0.20161999999999999,-0.048258840765133648,-0.32682789734732953,-0.16787673664056457,-0.1876984997949522,-0.21613557740569822,-0.51452639714228177
1.1800000000000006,0.20161999999999999,0.20161999999999999,-0.011870089376066595,-0.37564996190134736,-0.2094118916094605,-0.22351648781127423,-0.22128198098552709,-0.59916644971262156
1.2000000000000006,0.20161999999999999,0.20161999999999999,-0.067125747485645926,-0.38822385499902867,0.03605183800344813,0.014909351821570747,-0.031073909482197792,-0.3733145031774579
1.2200000000000006,0.20161999999999999,0.20161999999999999,-0.06636866105728223,-0.4118146864160277,0.06375058786770746,0.045454588500408614,-0.0026180731895747711,-0.36636009791561908
1.2400000000000007,0.20161999999999999,0.20161999999999999,-0.047326614427722236,-0.42499049421125257,0.009002600940993588,0.006791069860552707,-0.038324013486728647,-0.41819942435069984
1.2600000000000007,0.20161999999999999,0.20161999999999999,-0.027646133774807957,-0.43477249908832194,-0.15676610404535937,-0.18403762026396664,-0.18441223782016733,-0.61881011935228858
1.2800000000000007,0.20161999999999999,0.20161999999999999,-0.0043171707554281458,-0.43679079228338535,-0.18387802370257905,-0.2188475279612904,-0.1881951944580072,-0.65563832024467572
1.3000000000000007,0.20161999999999999,0.20161999999999999,0.018266061593899874,-0.42459186601558496,0.05719316036330135,0.02954038922165275,0.075459221957201228,-0.39505147679393221
1.3200000000000007,0.20161999999999999,0.20161999999999999,0.044933025971747087,-0.40480659685144493,0.11629315167780714,0.0681856532900223,0.16122617764955421,-0.33662094356142264
1.3400000000000007,0.20161999999999999,0.20161999999999999,0.062649065298424178,-0.38457251127332848,0.017299112591996124,0.009922732814950487,0.079948177890420302,-0.37464977845837799
1.3600000000000008,0.20161999999999999,0.20161999999999999,0.065151366967630464,-0.37248878463619484,-0.1579015185482496,-0.1838319544229164,-0.092750151580619139,-0.55632073905911117
1.3800000000000008,0.20161999999999999,0.20161999999999999,0.058809884302887694,-0.36283484968411384,-0.1890189337514735,-0.22939428476846468,-0.1302090494485858,-0.59222913445257852
1.4000000000000008,0.20161999999999999,0.20161999999999999,0.060308150859367915,-0.3415689376816673,0.06229470234097589,0.010822743771434258,0.12260285320034381,-0.33074619391023302
1.4200000000000008,0.20161999999999999,0.20161999999999999,0.061470373535855938,-0.31460084134910415,0.08934949318921029,0.0629035383823023,0.15081986672506623,-0.25169730296680187
1.4400000000000008,0.20161999999999999,0.20161999999999999,0.066699811275506393,-0.28480756157098752,0.01857947322587395,0.009199855134691683,0.085279284501380337,-0.27560770643629584
1.4600000000000009,0.20161999999999999,0.20161999999999999,0.065903185224730931,-0.25902070188249282,-0.15772681933513255,-0.18994168686984397,-0.09182363411040162,-0.44896238875233679
1.4800000000000009,0.20161999999999999,0.20161999999999999,0.057532583859094988,-0.2350926154213957,-0.1889952906650913,-0.23055584487426076,-0.13146270680599631,-0.46564846029565643
1.5000000000000009,0.20161999999999999,0.20161999999999999,0.058349631543610281,-0.22213198472938478,0.036192963275045974,0.02478940855910121,0.094542594818656261,-0.19734257617028356
1.520000000000001,0.20161999999999999,0.20161999999999999,0.067880693512437862,-0.20169074909589857,0.10253981663605315,0.06816657665907913,0.17042051014849102,-0.13352417243681944
1.540000000000001,0.20161999999999999,0.20161999999999999,0.073979106223365676,-0.1842117042080107,0.016242030532634625,0.00992952020672138,0.090221136756000297,-0.17428218400128931
1.560000000000001,0.20161999999999999,0.20161999999999999,0.078241531345037307,-0.16298858701903773,-0.15804441170883335,-0.18731973730736606,-0.079802880363796042,-0.3503083243264038
1.580000000000001,0.20161999999999999,0.20161999999999999,0.080625665442429106,-0.13429180478278568,-0.18903827222429692,-0.23213993398951904,-0.10841260678186782,-0.36643173877230473
1.600000000000001,0.20161999999999999,0.20161999999999999,0.085255515824089523,-0.10954913408816735,0.03259288248644023,0.006565237579067457,0.11784839831052976,-0.10298389650909989
1.620000000000001,0.20161999999999999,0.20161999999999999,0.10492306465350487,-0.092669606858874154,0.09018011886704214,0.05707212867123376,0.19510318352054701,-0.035597478187640391
1.640000000000001,0.20161999999999999,0.20161999999999999,0.11409742839007109,-0.055219795124108018,0.013555575415528823,0.00842426530419786,0.12765300380559991,-0.046795529819910156
1.660000000000001,0.20161999999999999,0.20161999999999999,0.11505916990864962,-0.01868825018857212,-0.15840817575160906,-0.1858693755124372,-0.043349005842959448,-0.20455762570100933
