time,tau_inv1,tau_inv2,tau_lf1,tau_lf2,dcn1,dcn2,control_input1,control_input2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.14906932931840358,-0.09417099416300703,0.0,0.0,0.14906932931840358,-0.09417099416300703
0.04,0.0,0.0,-0.02305173154341946,-0.11263191313430325,0.0,0.0,-0.02305173154341946,-0.11263191313430325
0.06,0.0,0.0,-0.0122226189518402,-0.08164301563847558,0.0,0.0,-0.0122226189518402,-0.08164301563847558
0.08,0.0,0.0,0.016284015595269246,-0.19733222704795247,0.0,0.0,0.016284015595269246,-0.19733222704795247
0.1,0.0,0.0,0.01764350399586066,-0.1773802283626969,0.0,0.0,0.01764350399586066,-0.1773802283626969
0.12000000000000001,0.0,0.0,0.09713832712366767,-0.2340625009186288,0.0012320692103947725,-0.009401586935830373,0.09713832712366767,-0.2340625009186288
0.14,0.0,0.0,0.10916186272583937,-0.27642506872047845,0.027121449360314135,-0.0465424773494057,0.10916186272583937,-0.27642506872047845
0.16,0.0,0.0,0.0998196388065159,-0.31914438939978707,0.045058317347216104,-0.0736990922745913,0.0998196388065159,-0.31914438939978707
0.18,0.0,0.0,0.4171386536522702,-0.2838407206087222,0.05689109958256016,-0.09287951281876064,0.4171386536522702,-0.2838407206087222
0.19999999999999998,0.0,0.0,-0.3623596319771357,-0.37782763253901863,0.06408237006928542,-0.10573078791148424,-0.3623596319771357,-0.37782763253901863
0.21999999999999997,0.0,0.0,0.01947004558629479,-0.309360261565212,0.06778513346764727,-0.1136002146348717,0.01947004558629479,-0.309360261565212
0.23999999999999996,0.0,0.0,0.11077326047023792,-0.36597385746247457,0.06890448899968901,-0.11758656102294202,0.11077326047023792,-0.36597385746247457
0.25999999999999995,0.0,0.0,0.09214170873489655,-0.3993712880568761,0.06814742398299245,-0.11858284747520118,0.09214170873489655,-0.3993712880568761
0.27999999999999997,0.0,0.0,0.15362585539649767,-0.3409077427733653,0.06606297518197805,-0.11731204681602149,0.15362585539649767,-0.3409077427733653
0.3,0.0,0.0,0.11442063848760631,-0.3759041186128509,0.06307457965841524,-0.11435684712450438,0.11442063848760631,-0.3759041186128509
0.32,0.0,0.0,0.30808523667310833,-0.16515593857178695,0.05950609714315915,-0.1101844394881985,0.30808523667310833,-0.16515593857178695
0.34,0.0,0.0,-0.02853836137144154,-0.10662776285760897,0.05560270904028588,-0.10516713950091951,-0.02853836137144154,-0.10662776285760897
0.36000000000000004,0.0,0.0,-0.6977851153423723,-0.1878847255341198,0.0515476734911763,-0.09959952215554156,-0.6977851153423723,-0.1878847255341198
0.38000000000000006,0.0,0.0,0.02330959343811877,-0.16181254307206958,0.04747573205497464,-0.09371264099815933,0.02330959343811877,-0.16181254307206958
0.4000000000000001,0.0,0.0,0.03407202068728982,-0.102817304023302,0.043483813811181354,-0.08768581081935453,0.03407202068728982,-0.102817304023302
0.4200000000000001,0.0,0.0,0.06757695656987255,-0.1555422929610501,0.03963956077630739,-0.08165635606715298,0.06757695656987255,-0.1555422929610501
0.4400000000000001,0.0,0.0,0.17663272680509007,-0.13218061809164014,0.03598809931719966,-0.07572766229997326,0.17663272680509007,-0.13218061809164014
0.46000000000000013,0.0,0.0,0.12109368467218995,-0.06435614171007828,0.03255740154768012,-0.06997581343643469,0.12109368467218995,-0.06435614171007828
0.48000000000000015,0.0,0.0,0.0981964302537772,-0.03252375279405202,0.02936251509047882,-0.06445505168184677,0.0981964302537772,-0.03252375279405202
0.5000000000000001,0.0,0.0,0.16823146269595798,0.037596671892598285,0.026408886279637996,-0.05920225845112241,0.16823146269595798,0.037596671892598285
0.5200000000000001,0.0,0.0,0.10944051182334738,0.11349665725228876,0.023694958589733903,-0.05424062221104385,0.10944051182334738,0.11349665725228876
0.5400000000000001,0.0,0.0,0.03621352475900056,0.14407300002584655,0.02121419294714387,-0.04958263195805411,0.03621352475900056,0.14407300002584655
0.5600000000000002,0.0,0.0,0.00171133052044523,0.20077199916074084,0.018956628087632404,-0.04523251221024467,0.00171133052044523,0.20077199916074084
0.5800000000000002,0.0,0.0,-0.004944923639920013,0.28377711476444767,0.01691007603614033,-0.04118819623183056,-0.004944923639920013,0.28377711476444767
0.6000000000000002,0.0,0.0,0.020068922904469797,0.29287318833146664,0.015061029089801479,-0.037442918141649496,0.020068922904469797,0.29287318833146664
0.6200000000000002,0.0,0.0,0.019081442493561696,0.3018156865618568,0.013395339561468456,-0.03398649109227426,0.019081442493561696,0.3018156865618568
0.6400000000000002,0.0,0.0,0.1844689425689804,0.19071569594042548,0.011898721318308571,-0.03080632742874906,0.1844689425689804,0.19071569594042548
0.6600000000000003,0.0,0.0,0.1171439257861581,0.3113646067511603,0.010557112282555098,-0.027888247296603552,0.1171439257861581,0.3113646067511603
0.6800000000000003,0.0,0.0,0.1340757848315378,0.2871621904439702,0.009356929104898007,-0.02521711427359605,0.1340757848315378,0.2871621904439702
0.7000000000000003,0.0,0.0,0.09606199391876544,0.22966414461804427,0.008285238813639741,-0.02277733000098575,0.09606199391876544,0.22966414461804427
0.7200000000000003,0.0,0.0,0.04092081417734147,0.3112588432486728,0.0073298670904401375,-0.020553214279611116,0.04092081417734147,0.3112588432486728
0.7400000000000003,0.0,0.0,0.052768530182208895,0.23190915458695416,0.006479458687047626,-0.018529292498270122,0.052768530182208895,0.23190915458695416
0.7600000000000003,0.0,0.0,0.06028406526114992,0.3415629691993448,0.005723502182484542,-0.016690508429329495,0.06028406526114992,0.3415629691993448
0.7800000000000004,0.0,0.0,0.06195078469363734,0.3217511512019082,0.005052328628864632,-0.015022377235065255,0.06195078469363734,0.3217511512019082
0.8000000000000004,0.0,0.0,0.11561694236279274,0.2466905744973762,0.004457091518239362,-0.013511090873674197,0.11561694236279274,0.2466905744973762
0.8200000000000004,0.0,0.0,0.03327189769788753,0.28131417206166354,0.003929733818671463,-0.012143585888568877,0.03327189769788753,0.28131417206166354
0.8400000000000004,0.0,0.0,0.04317254100989541,0.340915266671385,0.0034629464908875543,-0.010907581734881579,0.04317254100989541,0.340915266671385
0.8600000000000004,0.0,0.0,0.04104170122364698,0.34963563547332566,0.0030501218391524995,-0.009791596281272737,0.04104170122364698,0.34963563547332566
0.8800000000000004,0.0,0.0,0.07205042873886938,0.28428846339779934,0.002685304216242838,-0.008784943871322946,0.07205042873886938,0.28428846339779934
0.9000000000000005,0.0,0.0,0.03734968801098804,0.2846158605878691,0.002363139947959569,-0.00787772029351207,0.03734968801098804,0.2846158605878691
0.9200000000000005,0.0,0.0,0.029874365332457832,0.264307198855635,0.0005410502679786641,-0.007060778155607221,0.029874365332457832,0.264307198855635
0.9400000000000005,0.0,0.0,-0.02853638879962958,0.2710361315550667,-0.02550886567333066,-0.00632569545767118,-0.02853638879962958,0.2710361315550667
0.9600000000000005,0.0,0.0,-0.041393603388761864,0.17684802384022663,-0.043597250896841806,-0.005664739582313598,-0.041393603388761864,0.17684802384022663
0.9800000000000005,0.0,0.0,-0.034828915348965525,0.20044966233131783,-0.055571659875276146,-0.005070828449843787,-0.034828915348965525,0.20044966233131783
1.0000000000000004,0.0,0.0,-0.07959690560486339,0.14451105604923076,-0.06289426563472096,-0.004537490201808936,-0.07959690560486339,0.14451105604923076
1.0200000000000005,0.0,0.0,-0.08479188455317851,0.1323411228298773,-0.06671801839051668,-0.004058822464047445,-0.08479188455317851,0.1323411228298773
1.0400000000000005,0.0,0.0,-0.09065242543676268,0.10742963939934294,-0.06794821245271311,-0.0036294519874341684,-0.09065242543676268,0.10742963939934294
1.0600000000000005,0.0,0.0,-0.09077880006349034,0.10480190250628284,-0.06729220461074563,-0.0032444952605320517,-0.09077880006349034,0.10480190250628284
1.0800000000000005,0.0,0.0,-0.05525935295011476,0.05250334606161618,-0.06529951769224811,-0.0028995205247558877,-0.05525935295011476,0.05250334606161618
1.1000000000000005,0.0,0.0,-0.14097719987067936,-0.06099694664629651,-0.062394147365294514,-0.0025905114921933024,-0.14097719987067936,-0.06099694664629651
1.1200000000000006,0.0,0.0,-0.1076426711949333,-0.046475544250670936,-0.05890055130672282,-0.002313832962941339,-0.1076426711949333,-0.046475544250670936
1.1400000000000006,0.0,0.0,-0.09656645007471773,-0.2099137466658353,-0.05506452352483719,-0.0020661984577325827,-0.09656645007471773,-0.2099137466658353
1.1600000000000006,0.0,0.0,-0.10777494798558719,-0.2121387409595693,-0.0510699314067954,-0.0018446399186371424,-0.10777494798558719,-0.2121387409595693
1.1800000000000006,0.0,0.0,-0.11351374264291746,-0.23908857175710158,-0.047052109565534544,-0.0016464794823263962,-0.11351374264291746,-0.23908857175710158
1.2000000000000006,0.0,0.0,-0.08293874722553793,-0.21094839468149065,-0.043108555113114566,-0.0014693032939574727,-0.08293874722553793,-0.21094839468149065
1.2200000000000006,0.0,0.0,-0.10052265834523273,-0.20891167641853267,-0.03930744731710032,-0.0013109373028740545,-0.10052265834523273,-0.20891167641853267
1.2400000000000007,0.0,0.0,-0.1263553725732621,-0.23322555372111795,-0.03569441558297248,-0.0011694249621020934,-0.1263553725732621,-0.23322555372111795
1.2600000000000007,0.0,0.0,-0.14589419728578398,-0.24233270810233418,-0.032297899166542014,-0.001043006740487861,-0.14589419728578398,-0.24233270810233418
1.2800000000000007,0.0,0.0,-0.13846337218249954,-0.24914252558034042,-0.029133376541323846,-0.0009301013479980552,-0.13846337218249954,-0.24914252558034042
1.3000000000000007,0.0,0.0,-0.14204608863811907,-0.24813319565281114,-0.026206689139398432,-0.0008292885701298997,-0.14204608863811907,-0.24813319565281114
1.3200000000000007,0.0,0.0,-0.1285557793646163,-0.19027732995766297,-0.02656617051144386,-0.0007392936057100377,-0.1285557793646163,-0.19027732995766297
1.3400000000000007,0.0,0.0,-0.11552048400747217,-0.24280432474398492,-0.0494584122692666,-0.000658972802907888,-0.11552048400747217,-0.24280432474398492
1.3600000000000008,0.0,0.0,-0.13196357346387116,-0.3017411598622398,-0.06474231297005499,-0.0005873006904930696,-0.13196357346387116,-0.3017411598622398
1.3800000000000008,0.0,0.0,-0.13962694802589343,-0.37217199947257534,-0.07422876661630765,-0.0005233582047782676,-0.13962694802589343,-0.37217199947257534
1.4000000000000008,0.0,0.0,-0.15096690595454712,-0.34478195171480497,-0.07934651567786583,-0.0004663220169528703,-0.15096690595454712,-0.34478195171480497
1.4200000000000008,0.0,0.0,-0.15060643568747425,-0.3796510174367236,-0.08121815058948537,-0.0004154548703466215,-0.15060643568747425,-0.3796510174367236
1.4400000000000008,0.0,0.0,-0.15255724482565286,-0.4371563374265936,-0.08072149314553527,-0.0003700968423397722,-0.15255724482565286,-0.4371563374265936
1.4600000000000009,0.0,0.0,-0.14985548512937125,-0.42679529917230835,-0.07853911806264063,-0.00032965745098678667,-0.14985548512937125,-0.42679529917230835
1.4800000000000009,0.0,0.0,-0.21144356826612237,-0.4052773781088591,-0.07519825463204986,-0.0002936085318078853,-0.21144356826612237,-0.4052773781088591
1.5000000000000009,0.0,0.0,-0.1108505065957067,-0.39383884063597485,-0.07110289254088253,-0.0002614778155283473,-0.1108505065957067,-0.39383884063597485
1.520000000000001,0.0,0.0,-0.11202160783092656,-0.34977280342862693,-0.06655957527021349,-0.004880003058896119,-0.11202160783092656,-0.34977280342862693
1.540000000000001,0.0,0.0,-0.12521926392973096,-0.34228373414190805,-0.06179808681094836,-0.023438840257440075,-0.12521926392973096,-0.34228373414190805
1.560000000000001,0.0,0.0,-0.11282857336162581,-0.3315051795848333,-0.05698801119874741,-0.03700555657126641,-0.11282857336162581,-0.3315051795848333
1.580000000000001,0.0,0.0,-0.13356211100335796,-0.32833020507987526,-0.05225196009802963,-0.04658438588377999,-0.13356211100335796,-0.32833020507987526
1.600000000000001,0.0,0.0,-0.1113013810041571,-0.3242771625797559,-0.04767611363512058,-0.05299899456485958,-0.1113013810041571,-0.3242771625797559
1.620000000000001,0.0,0.0,-0.15912495886812542,-0.34828089578812266,-0.0433185975803404,-0.05928164707878638,-0.15912495886812542,-0.34828089578812266
1.640000000000001,0.0,0.0,-0.1573044437072343,-0.3694395786564508,-0.039216120653868564,-0.0804403299471145,-0.1573044437072343,-0.3694395786564508
1.660000000000001,0.0,0.0,-0.12991752233606524,-0.13442465825520278,-0.03538921497191378,-0.09499225941694714,-0.12991752233606524,-0.13442465825520278
1.680000000000001,0.0,0.0,-0.15092202277055766,-0.01677851120115406,-0.03184635702235143,-0.10432445456490949,-0.15092202277055766,-0.01677851120115406
