time,q1,q2,qd1,qd2,qdd1,qdd2,q1_des,q2_des,qd1_des,qd2_des,qdd1_des,qdd2_des,e_q1,e_q2,e_qd1,e_qd2,e_qdd1,e_qdd2
0.0,0.08897233171685937,0.017005738312199092,13.901500434375263,7.216341266657521,0.006285065883448151,0.0032626104291760554,0.0,4.2748237638261994e-17,4.386490844928604,-8.772981689857207,-0.0,-6.750531109334469e-15,-0.08897233171685937,-0.01700573831219905,-9.51500958944666,-15.989322956514728,-0.006285065883448151,-0.003262610429182806
0.02,-0.047775569525340345,0.005346078899099993,3.396402371565287,-4.035829201373934,-689.4918655155587,-738.5252341972757,0.03726744986274031,-0.07442862645819655,4.3802365034628075,-8.72298262836342,-1.471259948730715,11.75329758814164,0.08504301938808065,-0.07977470535729654,0.9838341318975203,-4.687153426989486,688.0206055668281,750.2785317854174
0.04,-0.03244061493688655,-0.004270220299003924,5.301723889499642,-4.109766596916148,135.5714755917813,-5.260950301940853,0.07442862645819658,-0.14800888423109565,4.36149131418171,-8.573555354144872,-2.938324397035411,23.372626163320753,0.10686924139508312,-0.14373866393209173,-0.9402325753179319,-4.463788757228724,-138.50979998881672,28.633576465261605
0.06,-0.01677711082121469,-0.019030096616273084,3.5949657641939883,-3.4780381155852194,-120.55079285996761,44.61989555961743,0.11137755957194674,-0.21990207469531609,4.330308731574904,-8.326403101913916,-4.39700980853551,34.72554374754516,0.12815467039316142,-0.200871978079043,0.735342967380916,-4.848364986328697,116.1537830514321,-9.894351812072273
0.08,0.004119051781587224,-0.03840094148803708,-5.531659098639964,-5.343348571604841,-626.957811558291,-128.13838400932383,0.14800888423109568,-0.2892887291278897,4.286777677072436,-7.984343016649188,-5.843156540830188,45.68264502697868,0.14388983244950845,-0.25088778763985264,9.8184367757124,-2.640994445044347,621.1146550174609,173.82102903630252
0.1,0.016838633655956947,-0.0630571848890078,-3.882080031094392,-5.608104068500335,136.64505198368516,-21.931369855511218,0.18421814116701066,-0.355377949354292,4.2310222854731,-7.551274042596176,-7.272640707289716,56.1190363679557,0.13117025057513873,-0.22623154423888192,8.16885770816683,-2.3762389481488526,-142.48820852451536,67.6140148824899
0.12000000000000001,0.035228576168123915,-0.08679319106406869,0.1988402998883425,-5.484604323082005,312.2117918313973,9.448377738482607,0.21990207469531609,-0.4174164227373847,4.163201550956958,-7.032132481466249,-8.68138593688629,65.91575940697389,0.18467349852719217,-0.33062323167331603,3.964361251068616,-1.5475281583842442,-320.8931777682836,56.467381668491285
0.14,0.13253587910123077,-0.08463953000838398,19.799867599194904,6.7366930701791485,1550.3462231485435,966.6453684439223,0.2549589271637025,-0.4746970087506468,4.083508873691535,-6.432835726400426,-10.065374998527595,74.9611469879894,0.12242304806247173,-0.3900574787422628,-15.716358725503369,-13.169528796579574,-1560.4115981470711,-891.6842214559329
0.16,0.12085659414459714,-0.05720633925594232,12.179347236925036,7.5813844198479305,-620.513017050107,68.78033952303232,0.2892887291278897,-0.5265667992623337,3.992171508324594,-5.760214813041744,-11.42066125674467,83.15209599147305,0.16843213498329257,-0.4693604600063914,-8.187175728600442,-13.341599232889674,609.0923557933623,14.371756468440722
0.18,-0.11703988841447682,-0.22465428941534338,-3.432580623288752,-9.721465561606918,-1212.3885889626586,-1343.7019477594063,0.32279358442826983,-0.5724345606560658,3.8894499159362037,-5.021936556527386,-12.743379926066645,90.39524254698816,0.43983347284274665,-0.3477802712407224,7.322030539224956,4.6995290050795315,1199.645209036592,1434.0971903063944
0.19999999999999998,-0.08183225075194361,-0.28583405652545935,-3.6310952470293043,-9.771992218669782,-15.702786247296885,-3.9967297154166923,0.355377949354292,-0.6117774729594363,3.775637021298088,-4.226416161915784,-14.029759091988925,96.60802623372444,0.4372102001062356,-0.32594341643397695,7.406732268327392,5.545576056753998,1.6730271553079596,100.60475594914114
0.21999999999999997,-0.044622398291121856,-0.3401959805409991,-5.762011265648201,-8.30826165535447,-166.14034139034268,114.12213966569131,0.355377949354292,-0.6117774729594363,3.775637021298088,-4.226416161915784,-14.029759091988925,96.60802623372444,0.40000034764541387,-0.2715814924184372,9.53764828694629,4.081845493438685,152.11058229835376,-17.514113431966862
0.23999999999999996,-0.007044019051102135,-0.3775001439735819,-4.443654385002565,-7.349752809934384,108.06203939611346,78.56629880414721,0.4174164227373848,-0.6691744468183853,3.516066240733124,-2.5004687709057056,-16.478939851743476,105.67179304664435,0.4244604417884869,-0.29167430284480345,7.95972062573569,4.849284039028678,-124.54097924785694,27.105494242497144
0.25999999999999995,0.026766164473365384,-0.3820104465267331,-4.37664762287456,-1.2225182862232242,5.312515827215997,485.7872452051403,0.44669361994112244,-0.6865742736047636,3.3710485566457833,-1.5897148463974644,-17.634757269237756,108.41946355910886,0.41992745546775706,-0.30456382707803054,7.747696179520343,-0.3671965601742402,-22.947273096453753,-377.36778164603146
0.27999999999999997,0.05061398005242296,-0.3611147847332292,5.932549612599839,0.19867006296300438,751.8924393137727,103.65315069508166,0.47469700875064696,-0.6961482390045381,3.2164178632002125,-0.6608406856519835,-18.740286746997356,109.93132357583674,0.424083028698224,-0.33503345427130893,-2.7161317493996266,-0.8595107486149879,-770.63272606077,6.278172880755079
0.3,0.06339131481523846,-0.3325117305376555,-4.5709531385557245,1.3745448844562207,-933.8937273261913,104.55008637880401,0.5013467336449935,-0.6977872149466189,3.0526151111208475,0.2755660142569407,-19.79237571541761,110.19014028257658,0.437955418829755,-0.3652754844089634,7.6235682496765715,-1.09897887019928,914.1013516107737,5.640053903772568
0.32,0.09936512266631187,-0.3040266471443891,-3.533214832158742,0.17896375760381944,93.67560086632948,-107.92391468249227,0.5265667992623339,-0.6914725196961493,2.8801074065208705,1.208831697216437,-20.788023997868265,109.19296357800741,0.427201676596022,-0.3874458725517602,6.413322238679612,1.0298679396126176,-114.46362486419774,217.11687826049967
0.34,0.13039755268775582,-0.2883843291204844,-3.391305558693455,-1.3263703209527598,11.122288068677856,-117.98213642041891,0.550285287111219,-0.6772761307967523,2.6993866788847787,2.1283186097415574,-21.724392366110436,106.95115970023038,0.4198877344234632,-0.3888918016762679,6.090692237578233,3.454688930694317,-32.84668043478829,224.9332961206493
0.36000000000000004,0.15753541690888845,-0.2835833959435563,-3.506188188589223,-6.1462554514648975,-9.639421874366466,-404.420635226978,0.5724345606560659,-0.6553598646403147,2.510968278263692,3.0235460545489112,-22.598810636747046,103.49028166962202,0.41489914374717746,-0.3717764686967584,6.017156466852915,9.169801506013808,-12.95938876238058,507.91091689660004
