time,tau_inv1,tau_inv2,tau_lf1,tau_lf2,dcn1,dcn2,control_input1,control_input2
0.02,0.20161999999999999,0.20161999999999999,0.0099005399792346706,-0.006388727232199725,-1.1098266025451868,-0.38957631404641235,-1.0999260625659522,-0.3959650412786121
0.04,0.20161999999999999,0.20161999999999999,0.031201840731727923,-0.014097689876030222,-0.17510827463153114,-0.07272070883402763,-0.14390643389980323,-0.086818398710057851
0.06,0.20161999999999999,0.20161999999999999,0.080451908504256917,-0.062613450870883658,-0.02370149771529865,-0.009844627311948585,0.056750410788958268,-0.072458078182832245
0.08,0.20161999999999999,0.20161999999999999,0.15625319454792549,-0.1213464731935022,-0.003207649142904166,-0.0013323256522258533,0.15304554540502133,-0.12267879884572805
0.1,0.20161999999999999,0.20161999999999999,0.28042845921817539,-0.17818074188805194,-0.0004341081052935517,-0.00018031066952188705,0.27999435111288185,-0.17836105255757384
0.12000000000000001,0.20161999999999999,0.20161999999999999,0.42392322809102329,-0.34802024119235186,-5.875014338521298e-05,-2.4402395530328722e-05,0.4238644779476381,-0.34804464358788217
0.14,0.20161999999999999,0.20161999999999999,0.52010227725108793,-0.49741311530638388,-7.950967295229419e-06,-3.3025051107488837e-06,0.52009432628379271,-0.49741641781149465
0.16,0.20161999999999999,0.20161999999999999,0.57008862673852478,-0.6590937043436812,-1.076046410904917e-06,-4.4694546455356173e-07,0.57008755069211392,-0.65909415128914572
0.18,0.20161999999999999,0.20161999999999999,0.60153696224539099,-0.8067125559282956,-1.4562704579555745e-07,-6.048749103667557e-08,0.60153681661834524,-0.80671261641578662
0.19999999999999998,0.20161999999999999,0.20161999999999999,0.65922817948804047,-0.90468400566119755,-1.9708477489652942e-08,-8.18609173172057e-09,0.65922815977956295,-0.90468401384728925
0.21999999999999997,0.20161999999999999,0.20161999999999999,0.69880286733412489,-0.98301416245335882,-2.6672523832245892e-09,-1.1078670431132934e-09,0.69880286466687247,-0.98301416356122584
