2	3	51.000	1.010	
2	3	101.000	1.020	
2	3	111.000	1.030	
2	3	121.000	1.040	
2	3	131.000	1.050	
2	3	211.000	0.675	
2	3	371.000	0.010	
2	3	491.000	0.020	
